"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"IZNSVYHR","journalArticle","2018","McLelland, Nicola","Mining foreign language teaching manuals for the history of pragmatics","Journal of Historical Pragmatics","","1566-5852, 1569-9854","10.1075/jhp.00012.mcl","http://www.jbe-platform.com/content/journals/10.1075/jhp.00012.mcl","Abstract                            Foreign language learning manuals can be valuable sources for the history of pragmatics and historical pragmatics. They may contain explicit guidance on pragmatics not found in native-speaker grammars. For example, accounts of German forms of address in seventeenth- and eighteenth-century English–German manuals provide evidence of changing views on the appropriateness of               ihr               and               Sie               earlier than does the “native” grammatical tradition. The bilingual model dialogues that are typical of such manuals may also implicitly model appropriate linguistic behaviour, demonstrated here by examining the communicative genre of bargaining in a series of three related English–Dutch language manuals of the seventeenth and eighteenth centuries. Furthermore, the dialogues may provide metalinguistic comment on linguistic behaviour – for example, by criticizing the culture of excessive negative politeness. Such sources can enrich our knowledge of language use and attitudes to language use in the area of politeness, complementing the evidence to be gleaned from mainstream native grammars, civility manuals, merchants’ guides, and the like.","2018","2025-04-28 10:16:41","2025-04-28 10:16:56","2025-04-28 10:16:19","28-54","","1","19","","JHP","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\debaj\Zotero\storage\6QY3KVT6\McLelland - 2018 - Mining foreign language teaching manuals for the h.pdf","","FSL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K5P8M4NT","journalArticle","1977","Rossebastiano Bart, Alda","Antichi vocabolari pluriligui d’uso popolare: la tradizione del ‘Solenissimo Vochabuolista’","De gulden passer","","","","","","1977","2025-04-28 09:52:40","2025-04-28 09:52:40","","67-153","","","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TGF9NQZF","journalArticle","2010","Bruzzone, Barbara","Sui primi manuali didattici per l’insegnamento del tedesco come lingua straniera nella Venezia del xv secolo: La tradizione di Giorgio da Norimberga","Recherches","","1968-035X, 2803-5992","10.4000/cher.8834","http://journals.openedition.org/cher/8834","","2010-12-01","2025-04-28 09:52:04","2025-04-28 09:52:04","2022-02-07 09:10:38","29-46","","5","","","cher","Sui primi manuali didattici per l’insegnamento del tedesco come lingua straniera nella Venezia del xv secolo","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PVP6USQK","bookSection","2022","Ackermann, Tanja","Bauernkomödien, Fremdsprachenlehrwerke und die Authentizitätsfrage – ein Vergleich anhand von Aufforderungen im 17. Jahrhundert","Bauernkomödien des 17. Jahrhunderts als sprachhistorische Quellen","","","","","","2022","2025-04-23 13:07:09","2025-09-17 14:40:48","","69-103","","","62","","","","Niederdeutsche Studien","","","","Böhlau Verlag","Wien, Köln","","","","","","","","","","C:\Users\debaj\Zotero\storage\99PADB7D\Ackermann - 2022 - Bauernkomödien, Fremdsprachenlehrwerke und die Authentizitätsfrage – ein Vergleich anhand von Auffor.pdf","","FSL","","Denkler, Markus; Elmentaler, Michael","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KVFFXQRI","journalArticle","2023","Kött, André; Vogl, Ulrike","The role of nativeness in early modern foreign language learning: evidence from teaching materials","Journal of Historical Sociolinguistics","","2199-2908","10.1515/jhsl-2022-0021","https://www.degruyter.com/document/doi/10.1515/jhsl-2022-0021/html","Abstract              In this article, we explore how the “ideal student” and “the ideal teacher” of a modern foreign language were depicted in 16th and 17th-century textbooks of the genre of so-called “dialogue books”. More specifically we assess in which areas language expertise was expected from students and teachers and how nativeness, i.e., being a native speaker, was construed as an element of this general expertise. Our insights are based on the structure and content of the textbooks. Moreover, we analyse introductory texts, written by textbook authors or printers. The teaching material reveals a strong focus on spoken language as it consists of dialogues inspired by daily life and pronunciation guides that use a contrastive approach. Overall, our analysis suggests that the “ideal student” has to learn to speak a foreign language, thereby striving for a correct pronunciation and to communicate in a polite and pragmatically adequate way. The “ideal teacher” is a native speaker who has the authority to teach his mother tongue and to judge the teaching of others. However, the superiority of nativeness pales beside other required qualifications, i.e., learnedness, didactic skills and expertise in the language one teaches.","2023","2025-02-17 13:12:42","2025-02-17 17:51:06","2025-02-17 13:12:41","221-242","","2","9","","","The role of nativeness in early modern foreign language learning","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NSP9IUTT","journalArticle","2023","De Vos, Machteld; Vogl, Ulrike","'Wel iet wat verschelende, maar zó niet óf elck verstaat ander zeer wel': on language making in early modern mono- and multilingual grammars and textbooks in the Low Countries","Belgian Journal of Linguistics","","","10.1075/bjl.00080.dev","https://biblio.ugent.be/publication/01J0P7SXRCGMG993RWV7J7ZGDQ","","2023","2025-02-17 17:45:47","2025-02-17 17:50:46","","37-71","","1","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JLG2PCVP","journalArticle","2023","Hüning, Matthias; Vogl, Ulrike","Hoe ‘Sprachmeister’ vreemde talen ‘maken’: De conceptualisering van vreemde talen en meertaligheid in vroegmoderne taalmethodes","Tijdschrift voor Nederlandse Taal- en Letterkunde","","0040-7550, 2212-0521","10.5117/TNTL2023.2/3.005.HUNI","https://www.aup-online.com/content/journals/10.5117/TNTL2023.2/3.005.HUNI","","2023-08-01","2025-02-17 13:09:32","2025-02-17 13:09:32","2025-02-17 13:09:31","201-219","","2/3","139","","","Hoe ‘Sprachmeister’ vreemde talen ‘maken’","","","","","","","nl","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ZJ54ANN","book","2018","","Die Sprache des Nachbarn: Die Fremdsprache Deutsch bei Italienern und Ladinern vom Mittelalter bis 1918","","978-3-86309-581-9 978-3-86309-582-6","","","","","2018","2025-02-11 13:25:27","2025-02-11 13:25:27","","","311","","","","","Die Sprache des Nachbarn","Schriften der Matthias-Kramer-Gesellschaft","2","","","University of Bamberg Press","Bamberg","ger","","","","","Gemeinsamer Bibliotheksverbund ISBN","","OCLC: 1053819779","","","","","","Glück, Helmut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QWS7WXE5","book","2013","Glück, Helmut","Die Fremdsprache Deutsch im Zeitalter der Aufklärung, der Klassik und der Romantik: Grundzüge der deutschen Sprachgeschichte in Europa","","978-3-447-10033-5","","","","","2013","2025-02-11 12:33:46","2025-02-11 12:33:46","","","","","","","","Die Fremdsprache Deutsch im Zeitalter der Aufklärung, der Klassik und der Romantik","Fremdsprachen in Geschichte und Gegenwart","Band 12","","","Harrassowitz Verlag","Wiesbaden","ger","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"II5YTMVI","bookSection","2010","Elspaß, Stephan","Zum Verständnis von 'Nähegrammatik' und Regionalsprachlichkeit in historischen Texten","Nähe und Distanz im Kontext variationslinguistischer Forschung","","","","","","2010","2025-02-08 12:42:35","2025-02-08 12:42:35","","65-83","","","","","","","","","","","Walter de Gruyter","Berlin/New York","","","","","","","","","","","","","","Ágel, Vilmos; Hennig, Mathilde","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KS9BEWXK","book","2018","Scharinger, Thomas","Mehrsprachigkeit im Frankreich der Frühen Neuzeit: Zur Präsenz des Italienischen, seinem Einfluss auf das Französische und zur Diskussion um das françois italianizé","","978-3-8233-9160-9","","","","","2018-10-12","2025-01-22 13:32:39","2025-02-08 12:11:26","","","719","","8","","","","Orbis Romanicus","","","","Gunter Narr Verlag","Tübingen","","","","","","","","","","","","Frankreich","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R7H9VDXZ","bookSection","1995","Mattheier, Klaus","Das Französische in Deutschland. Sprachsoziologische Überlegungen zur deutschen Sprachgeschichte im 17./18. Jahrhundert","Signans und Signatum. Auf dem Weg zu einer semantischen Grammatik. Festschrift für Paul Valentin zum 60. Geburtstag","","","","","","1995","2025-02-08 12:09:32","2025-02-08 12:10:40","","467-479","","","","","","","","","","","Gunter Narr Verlag","Tübingen","","","","","","","","","","","","Französisch","","Faucher, Eugène; Métrich, René; Vuillaume, Marcel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZTVHAWXL","bookSection","2014","Kaltz, Barbara","Die deutsche Sprache im französischen Militär in der frühen Neuzeit","Militär und Mehrsprachigkeit im neuzeitlichen Europa","","","","","","2014","2025-02-03 11:18:53","2025-02-08 12:10:17","","84-95","","","","","","","Fremdsprachen in Geschichte und Gegenwart","14","","","Harrassowitz Verlag","Wiesbaden","","","","","PDF in der FSL-Cloud","","","","","","","Frankreich; Militär","","Glück, Helmut; Häberlein, Mark","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SB6AXDVK","bookSection","2006","Kaltz, Barbara","Zu den Anfängen des DaF-Unterrichts in Frankreich","Ein Franke in Venedig: Das Sprachlehrbuch des Georg von Nürnberg (1424) und seine Folgen","","","","","","2006","2025-01-20 08:37:10","2025-02-08 12:10:02","","77-86","","","","","","","Fremdsprachen in Geschichte und Gegenwart 3","","","","Harrassowitz","Wiesbaden","","","","","","Stabi","","","","","","Frankreich","","Glück, Helmut; Morcinek, Bettina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6WE8AP4F","journalArticle","1996","Kaltz, Barbara","Le Gentilhomme Lexicographe: Le <i>Lexique François-Allemant Tres Ample</i> de Maurice Landgra ve de Hesse (1631)","Historiographia Linguistica","","0302-5160, 1569-9781","10.1075/hl.23.3.03kal","http://www.jbe-platform.com/content/journals/10.1075/hl.23.3.03kal","Résumé                            Maurice landgrave de Hesse (1572–1632), dit Maurice le Savant en raison de son érudition, fit publier en 1631 un volumineux dictionnaire français-allemand, destiné en premier lieu aux élèves du collège qu’il avait fondé. L’organisation du texte est quelque peu déroutante dans la mesure où l’auteur regroupe les entrées selon leur appartenance à telle ou telle classe de mots et qu’à l’intérieur des sections destinées aux différentes parties du discours, les entrées ne sont pas traitées dans l’ordre alphabétique habituel. Après avoir analysé la description métalexicographique pratiquée dans ce dictionnaire, nous nous penchons sur la question de savoir de quelles sources l’auteur a pu s’inspirer: du               Dictionaire François-Allemand               de Levinus Hulsius (               avant               1540–1606), sans doute, et peut-être du               Thresor de la langve françoise               de Jean Nicot (cl 520–1604).","1996","2025-02-06 11:36:14","2025-02-08 12:09:48","2025-02-06 11:20:39","287-300","","3","23","","HL","Le Gentilhomme Lexicographe","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","Französisch","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VVWLYYAP","bookSection","2006","Klatte, Holger","Die italienische Sprachbuch-Tradition des 15. Jahrhunderts und das Sprachbuch des Andreas Klatovský","Ein Franke in Venedig: Das Sprachlehrbuch des Georg von Nürnberg (1424) und seine Folgen","","","","","","2006","2025-02-08 11:59:54","2025-02-08 11:59:54","","107-119","","","","","","","Fremdsprachen in Geschichte und Gegenwart","3","","","Harrassowitz","Wiesbaden","","","","","","","","","","","","","","Glück, Helmut; Morcinek, Bettina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EU8R9TRC","bookSection","2019","Kaltz, Barbara","Le Parfait guidon de la langue allemande (1687): Zu Matthias Kramers Konzeption einer fremdsprachlichen Lernergrammtik","Schriften der Matthias-Kramer-Gesellschaft zur Erforschung der Geschichte des Fremdsprachenerwerbs und der Mehrsprachigkeit","978-3-86309-675-5","","","https://fis.uni-bamberg.de/handle/uniba/56377","","2019","2025-02-06 11:36:51","2025-02-06 11:36:51","2025-02-06 11:36:18","133-152","","","3","","","Le Parfait guidon de la langue allemande (1687)","","","","","University of Bamberg Press","","","","","","","DOI.org (Crossref)","","DOI: 10.20378/irb-56377","","C:\Users\debaj\Zotero\storage\2N7KCRJY\Kaltz - 2019 - Le Parfait guidon de la langue allemande (1687)  Zu Matthias Kramers Konzeption einer fremdsprachli.pdf","","","","Häberlein, Mark; Glück, Helmut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BAYTWL7W","book","2005","Hüllen, Werner","Kleine Geschichte des Fremdsprachenlernens","","978-3-503-07946-9","","","","Die ""Kleine Geschichte des Fremdsprachenlernens"" stellt den Traditionszusammenhang zwischen dem dritten vorchristlichen Jahrhundert und heute in einer konzisen Raffung übersichtlich dar. Sie ist ideengeschichtlich orientiert, schildert aber auch alte Unterrichtspraktiken, soweit wir diese kennen. Sie regt darüber hinaus zu neuen Detailstudien an. Es kann als Textgrundlage für ein- oder zweisemestrige Seminare dienen und mit Hilfe der angeführten weiteren Literatur zum Ausgangspunkt individueller Studien werden","2005","2025-01-16 09:23:06","2025-01-20 10:48:01","","","184","","","","","","","","","","Schmidt","Berlin","ger","","","","","Stabi","","","","C:\Users\debaj\Zotero\storage\NGQR3VRX\Hüllen - 2005 - Kleine Geschichte des Fremdsprachenlernens.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4LIBBC9M","book","2003","Becker, Monika","Familiar dialogues in Englyssh and Frenche: Sprachliche Interaktion und ihre Vermittlung in der frühen Neuzeit","","978-3-88476-563-0","","","","","2003","2025-01-13 11:27:20","2025-01-20 08:36:36","","","377","","","","","Familiar dialogues in Englyssh and Frenche","Fokus","26","","","Wissenschaftlicher Verlag","Trier","ger eng","","","","","Stabi (Potsdamer Straße) Berlin","1A486089","","","C:\Users\debaj\Zotero\storage\TATBYX4X\Becker - 2003 - Familiar dialogues in Englyssh and Frenche sprachliche Interaktion und ihre Vermittlung in der früh.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BXBYZ8HQ","book","2010","Budziak, Renata","Deutsch als Fremdsprache in Polen: Sprachlehrbücher aus dem 16. bis 18. Jahrhundert","","978-3-447-06439-2","","","","","2010","2025-01-13 12:26:43","2025-01-13 12:27:08","","","188","","","","","Deutsch als Fremdsprache in Polen","Fremdsprachen in Geschichte und Gegenwart","Band 9","","","Harrassowitz Verlag","Wiesbaden","","","","","","Stabi (Potsdamer Straße) Berlin","1 A 807047","OCLC: ocn721987072","","","","","German language; Study and teaching; Poland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LZ8HHNF4","book","1987","Schröder, Konrad","Biographisches und bibliographisches Lexikon der Fremdsprachenlehrer des deutschsprachigen Raumes, Spätmittelalter bis 1800","","978-3-923549-22-1 978-3-923549-57-3 978-3-923549-60-3","","","","","1987","2025-01-02 08:38:36","2025-01-02 08:40:34","","","","","Band 1 (Quellenverzeichnis, Buchstaben A bis C)","","","","Augsburger I- & I-Schriften","Bd. 40, 51, 63, 68, 73, 74, 77","","","Universität Augsburg","Augsburg","","","","","","Library of Congress ISBN","P59.3 .S37 1987","","","","","","Germany; Biography Dictionaries; Language teachers; Languages, Modern; Study and teaching Bibliography","","Finkenstaedt, Thomas; Schröder, Konrad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHSNK26C","dictionaryEntry","2004","Küenzlen, Franziska","'Vocabolari   molt   profitos'  (Katalanisch-deutsches Vokabular)","Die deutsche Literatur des Mittelalters","978-3-11-090829-9","","","https://doi.org/10.1515/9783110908299.1595","","2004","2024-10-29 16:56:16","2024-10-29 17:01:28","2024-10-29","1595-1638","","","11","","","","","","","","De Gruyter","Berlin, New York","","","","","","","","DOI: 10.1515/9783110908299.1595","","C:\Users\debaj\Zotero\storage\M9C6782L\Küenzlen - 2004 - 'Vocabolari   molt   profitos'  (Katalanisch-deuts.pdf; C:\Users\debaj\Zotero\storage\IUXNK4MC\Küenzlen - 2004 - Vocabulari molt profitos.pdf","","","","Stöllinger-Löser, Christine; Wachinger, Burghart; Keil, Gundolf; Ruh, Kurt; Schröder, Werner; Worstbrock, Franz J.","","","","","","","","","","","","","","","","","","","2. völlig neu bearb. Aufl.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GV8SKLHM","journalArticle","2014","Fabbri, Federica","Ich sprich Du sprichst Der spricht: Mi parlo Ti parli Quelo parla. Note su un Vocabolario Todescho e Italiano del secolo decimo quinto","CULTURE DEL TESTO E DEL DOCUMENTO","","","","https://cris.unibo.it/handle/11585/810649?mode=complete","Il saggio esamina l'edizione del Vocabulario Todescho e Italiano, privo di note tipografico, ma stampato a Venezia alla fine del Quattrocento dal tipografo Johann Hamman (ISTC iv00315700). All'indagine sull'edizione seguono le descrizioni analitiche degli esemplari oggi noti.","2014","2024-10-29 16:37:41","2024-10-29 16:47:49","2024-10-29 16:37:41","117-172","","44","","","","Ich sprich Du sprichst Der spricht","","","","","","","ita","","","","","cris.unibo.it","","","","C:\Users\debaj\Zotero\storage\J8BVC9KS\810649.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KZY6XD4A","journalArticle","2011","Colón, Germà","El vocabulari català-alemany de 1502: Vocabolari molt profitos per apendre Lo Catalan Alamany y Lo Alamany Catalan","Zeitschrift für Katalanistik","","2199-7276","10.46586/ZfK.2011.9-15","","Johan Rosenbachs Vocabulari is the first lexical index of Catalan and German, but it is not a completely original work. The aim of this paper is to produce evidence that shows its reliance on the early Italian dictionaries of his time, and especially on Introito e Porta (1477) from which the printer from Heidelberg took full paragraphs. [Keywords: Catalan-German dictionaries; Italian lexicography; history of printing]","2011","2024-10-29 16:47:44","2024-10-29 16:47:44","","9-15","","","24","","","","","","","","","","","","","","","","","","","C:\Users\debaj\Zotero\storage\M2BP8WSY\Colón - 2011 - El vocabulari català-alemany de 1502 Vocabolari m.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XZS7LRPW","book","1987","Rottweil, Adam von","Adam von Rottweil Deutsch-Italienischer Sprachführer = Màistro Adamo de Rodvila introito e porta de quele che voleno imparare e comprender todescho o latino, cioè taliano: edito di sulle stampe del 1477 e 1500 e corredato di un'introduzione, di note e di indici","","978-3-87808-408-2","","","","","1987","2024-10-29 16:29:14","2024-10-29 16:35:10","","","341","","8","","","Adam von Rottweil Deutsch-Italienischer Sprachführer = Màistro Adamo de Rodvila introito e porta de quele che voleno imparare e comprender todescho o latino, cioè taliano","Lingua et traditio","","","","G. Narr","Tübingen","ger","","","","","Open WorldCat","","OCLC: 21341681","","","","","German language; Italian language; Dictionaries; Allemand (Langue) Ouvrages avant 1800; Early works; German language Dictionaries Italian; German language Early works to 1800; Italian language Dictionaries German; Italian language Early works to 1800; Italien (Langue) Ouvrages avant 1800","Giustiniani, Vito R.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HW48RAPW","journalArticle","1937","Boselli, Antonio","I due primi vocabolari a stampa delle lingue italiana e tedesca. Nota bibliografica","Gutenberg-Jahrbuch","","0072-9094","","","","1937","2024-10-29 16:17:42","2024-10-29 16:23:53","","79-84","","","1937","","","","","","","","","","ita","","","","","fu-berlin.primo.exlibrisgroup.com","","Place: Mainz, Germany Publisher: Gutenberg-Gesellschaft, Internationale Vereinigung fur Geschichte und Gegenwart der Druckkunst e.V","","C:\Users\debaj\Zotero\storage\9GIVMI4K\Boselli - 1937 - I due primi vocabolari a stampa delle lingue itali.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
